timestamp,frame_id,product_id,variant,sensor_source,sensor_name,rpm,torque_nm,air_temp_c,process_temp_c,temp_diff_c,tool_wear_min,frequency_hz,decibels,is_anomaly,failure_type
2026-09-07T12:01:27Z,88,L47267,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1544.0,31.8,25.85,35.85,10.0,25,301.8,60.9,0,normal
2026-09-07T12:01:28Z,89,M14948,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1419.0,45.2,25.85,35.85,10.0,27,284.1,61.8,0,normal
2026-09-07T12:01:29Z,90,M14949,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1487.0,39.5,25.75,35.75,10.0,30,304.8,61.0,0,normal
2026-09-07T12:01:30Z,91,L47270,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1753.0,25.8,25.75,35.75,10.0,33,363.4,59.8,0,normal
2026-09-07T12:01:31Z,92,L47271,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1830.0,24.9,25.75,35.75,10.0,35,381.0,59.5,0,normal
2026-09-07T12:01:32Z,93,M14952,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1727.0,27.1,25.75,35.75,10.0,37,358.9,59.2,0,normal
2026-09-07T12:01:33Z,94,L47273,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1450.0,43.0,25.95,35.85,9.9,40,298.8,60.2,0,normal
2026-09-07T12:01:34Z,95,L47274,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1622.0,31.9,25.85,35.75,9.9,42,326.3,59.3,0,normal
2026-09-07T12:01:35Z,96,M14955,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1351.0,52.2,25.85,35.85,10.0,44,264.7,61.0,0,normal
2026-09-07T12:01:36Z,97,M14956,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1575.0,35.3,25.85,35.85,10.0,47,303.5,59.7,0,normal
2026-09-07T12:01:37Z,98,M14957,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1750.0,29.9,25.75,35.75,10.0,50,335.3,59.8,0,normal
2026-09-07T12:01:38Z,99,L47278,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1529.0,32.7,25.75,35.65,9.9,53,291.5,59.8,0,normal
2026-09-07T12:01:39Z,100,L47279,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1523.0,44.4,25.65,35.65,10.0,55,294.2,61.5,0,normal
2026-09-07T12:01:40Z,101,L47280,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1852.0,25.0,25.65,35.75,10.1,57,366.5,60.5,0,normal
2026-09-07T12:01:41Z,102,L47281,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1991.0,20.7,25.65,35.65,10.0,59,401.7,60.7,0,normal
2026-09-07T12:01:42Z,103,L47282,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1555.0,40.6,25.65,35.65,10.0,61,321.1,62.1,0,normal
2026-09-07T12:01:43Z,104,M14963,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1441.0,40.5,25.65,35.65,10.0,63,302.4,62.0,0,normal
2026-09-07T12:01:44Z,105,L47284,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1450.0,43.4,25.65,35.55,9.9,66,304.8,62.5,0,normal
2026-09-07T12:01:45Z,106,L47285,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1591.0,31.1,25.65,35.55,9.9,68,330.0,61.5,0,normal
2026-09-07T12:01:46Z,107,L47286,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1445.0,48.5,25.65,35.55,9.9,70,294.9,63.1,0,normal
2026-09-07T12:01:47Z,108,M14967,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1497.0,46.8,25.65,35.65,10.0,72,298.0,62.8,0,normal
2026-09-07T12:01:48Z,109,H29522,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1621.0,32.7,25.75,35.65,9.9,75,315.8,61.2,0,normal
2026-09-07T12:01:49Z,110,L47289,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1572.0,34.1,25.75,35.55,9.8,80,301.1,60.9,0,normal
2026-09-07T12:01:50Z,111,L47290,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1872.0,22.5,25.65,35.45,9.8,82,359.4,60.0,0,normal
2026-09-07T12:01:51Z,112,H29525,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1499.0,43.5,25.55,35.45,9.9,84,286.8,61.1,0,normal
2026-09-07T12:01:52Z,113,M14972,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1498.0,39.5,25.65,35.55,9.9,89,291.8,60.3,0,normal
2026-09-07T12:01:53Z,114,M14973,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1486.0,41.9,25.65,35.45,9.8,92,296.5,60.3,0,normal
2026-09-07T12:01:54Z,115,L47294,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1680.0,29.4,25.65,35.45,9.8,95,342.5,59.2,0,normal
2026-09-07T12:01:55Z,116,L47295,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1431.0,45.7,25.65,35.45,9.8,97,298.4,60.4,0,normal
2026-09-07T12:01:56Z,117,L47296,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1564.0,34.1,25.75,35.55,9.8,99,327.7,59.4,0,normal
2026-09-07T12:01:57Z,118,L47297,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1599.0,33.0,25.65,35.45,9.8,101,333.7,59.5,0,normal
2026-09-07T12:01:58Z,119,M14978,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1707.0,28.1,25.65,35.45,9.8,103,351.0,59.5,0,normal
2026-09-07T12:01:59Z,120,L47299,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1467.0,40.7,25.55,35.35,9.8,106,296.2,60.6,0,normal
2026-09-07T12:02:00Z,121,L47300,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1433.0,44.7,25.75,35.55,9.8,108,282.0,61.3,0,normal
2026-09-07T12:02:01Z,122,L47301,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1558.0,41.2,25.75,35.55,9.8,110,300.7,61.6,0,normal
2026-09-07T12:02:02Z,123,L47302,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1310.0,50.7,25.85,35.65,9.8,112,247.5,62.4,0,normal
2026-09-07T12:02:03Z,124,L47303,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1546.0,43.4,25.75,35.55,9.8,114,294.6,62.5,0,normal
2026-09-07T12:02:04Z,125,L47304,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1727.0,29.4,25.75,35.55,9.8,116,334.3,61.5,0,normal
2026-09-07T12:02:05Z,126,L47305,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1560.0,32.2,25.75,35.45,9.7,118,307.1,61.5,0,normal
2026-09-07T12:02:06Z,127,L47306,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1329.0,60.5,25.85,35.45,9.6,120,268.3,64.3,0,normal
2026-09-07T12:02:07Z,128,L47307,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1413.0,46.5,25.75,35.45,9.7,122,291.9,62.7,0,normal
2026-09-07T12:02:08Z,129,L47308,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1587.0,38.6,25.85,35.45,9.6,124,331.2,62.1,0,normal
2026-09-07T12:02:09Z,130,L47309,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1559.0,34.3,25.75,35.35,9.6,126,326.7,61.2,0,normal
2026-09-07T12:02:10Z,131,L47310,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1473.0,41.1,25.65,35.25,9.6,128,307.0,61.5,0,normal
2026-09-07T12:02:11Z,132,L47311,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1737.0,27.7,25.65,35.25,9.6,130,354.2,60.3,0,normal
2026-09-07T12:02:12Z,133,M14992,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1441.0,43.2,25.55,35.25,9.7,132,287.8,60.9,0,normal
2026-09-07T12:02:13Z,134,M14993,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1430.0,49.6,25.55,35.25,9.7,135,278.5,61.3,0,normal
2026-09-07T12:02:14Z,135,L47314,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1369.0,53.0,25.65,35.25,9.6,138,261.0,61.3,0,normal
2026-09-07T12:02:15Z,136,M14995,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1711.0,28.5,25.65,35.35,9.7,140,327.2,59.2,0,normal
2026-09-07T12:02:16Z,137,H29550,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1420.0,45.7,25.55,35.35,9.8,143,270.5,60.3,0,normal
2026-09-07T12:02:17Z,138,L47317,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1297.0,55.3,25.55,35.45,9.9,148,250.7,61.2,0,normal
2026-09-07T12:02:18Z,139,H29552,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1449.0,49.4,25.65,35.45,9.8,150,288.1,61.1,0,normal
2026-09-07T12:02:19Z,140,L47319,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1268.0,55.8,25.65,35.45,9.8,155,259.2,61.5,0,normal
2026-09-07T12:02:20Z,141,L47320,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1511.0,36.1,25.65,35.45,9.8,157,313.8,60.2,0,normal
2026-09-07T12:02:21Z,142,L47321,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1544.0,35.2,25.55,35.35,9.8,159,323.5,60.5,0,normal
2026-09-07T12:02:22Z,143,M15002,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1778.0,28.2,25.45,35.25,9.8,161,369.9,60.7,0,normal
