timestamp,frame_id,product_id,variant,sensor_source,sensor_name,component,rpm,torque_nm,air_temp_c,process_temp_c,temp_diff_c,tool_wear_min,frequency_hz,decibels,is_anomaly,failure_type
2026-09-07T08:01:17Z,78,UNIT-0078,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1418.64,46.14,26.85,36.77,10.62,32,305.35,61.4,0,normal
2026-09-07T08:01:18Z,79,UNIT-0079,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1495.51,46.29,26.04,37.54,10.58,188,296.68,60.47,0,normal
2026-09-07T08:01:19Z,80,UNIT-0080,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1542.89,37.14,25.39,35.68,10.62,64,282.2,62.72,0,normal
2026-09-07T08:01:20Z,81,UNIT-0081,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1818.3,50.63,25.56,36.44,10.81,49,355.02,62.86,0,normal
2026-09-07T08:01:21Z,82,UNIT-0082,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2120.92,41.26,26.74,36.59,9.52,157,399.7,63.04,0,normal
2026-09-07T08:01:22Z,83,UNIT-0083,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1823.32,37.29,26.94,37.36,10.34,176,336.33,61.27,0,normal
2026-09-07T08:01:23Z,84,UNIT-0084,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1661.25,52.69,25.29,34.59,9.85,157,323.04,61.93,0,normal
2026-09-07T08:01:24Z,85,UNIT-0085,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1795.92,47.74,27.38,36.82,10.42,91,347.64,62.41,0,normal
2026-09-07T08:01:25Z,86,UNIT-0086,M,SENSOR_ACOUSTIC_MIC,Acoustic Engine Sensor,Engine / Front Motor,2195.1,37.4,24.95,35.67,10.72,34,2538.67,74.02,1,belt_squeal
2026-09-07T08:01:26Z,87,UNIT-0087,M,SENSOR_ACOUSTIC_MIC,Acoustic Engine Sensor,Engine / Front Motor,2195.03,37.45,24.99,35.64,10.65,34,2538.55,73.95,1,belt_squeal
2026-09-07T08:01:27Z,88,UNIT-0088,M,SENSOR_ACOUSTIC_MIC,Acoustic Engine Sensor,Engine / Front Motor,2195.01,37.34,25.03,35.68,10.65,34,2538.67,73.99,1,belt_squeal
2026-09-07T08:01:28Z,89,UNIT-0089,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1538.15,47.48,26.67,35.67,9.92,57,318.91,63.02,0,normal
2026-09-07T08:01:29Z,90,UNIT-0090,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2098.0,41.87,25.04,34.06,9.58,127,421.16,64.83,0,normal
2026-09-07T08:01:30Z,91,UNIT-0091,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1375.41,47.58,27.12,38.0,10.49,97,278.03,64.13,0,normal
2026-09-07T08:01:31Z,92,UNIT-0092,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1402.71,49.86,25.97,35.23,9.72,52,269.75,62.66,0,normal
2026-09-07T08:01:32Z,93,UNIT-0093,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1397.29,47.9,24.68,35.26,10.48,161,286.37,60.01,0,normal
2026-09-07T08:01:33Z,94,UNIT-0094,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1823.89,40.0,24.86,36.54,10.93,195,388.65,60.94,0,normal
2026-09-07T08:01:34Z,95,UNIT-0095,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2121.02,52.44,26.42,37.38,10.51,125,418.26,64.32,0,normal
2026-09-07T08:01:35Z,96,UNIT-0096,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2067.65,43.53,24.69,35.09,10.22,47,416.52,64.18,0,normal
2026-09-07T08:01:36Z,97,UNIT-0097,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2073.15,46.37,26.23,35.74,9.54,188,411.8,63.73,0,normal
2026-09-07T08:01:37Z,98,UNIT-0098,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2089.6,46.39,24.37,35.05,10.61,27,396.61,64.82,0,normal
2026-09-07T08:01:38Z,99,UNIT-0099,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2095.22,37.19,24.76,34.28,9.74,178,390.57,61.23,0,normal
2026-09-07T08:01:39Z,100,UNIT-0100,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1631.55,44.12,24.9,35.44,10.52,144,345.84,61.96,0,normal
2026-09-07T08:01:40Z,101,UNIT-0101,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1663.44,40.63,25.19,35.54,10.25,130,303.43,62.09,0,normal
2026-09-07T08:01:41Z,102,UNIT-0102,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1411.73,42.77,25.48,34.82,9.62,100,278.04,62.14,0,normal
2026-09-07T08:01:42Z,103,UNIT-0103,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2107.47,43.42,26.46,36.33,10.04,131,426.84,61.98,0,normal
2026-09-07T08:01:43Z,104,UNIT-0104,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1533.82,37.93,26.73,36.31,10.3,69,308.88,59.67,0,normal
2026-09-07T08:01:44Z,105,UNIT-0105,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2121.83,38.33,27.23,36.48,9.61,180,425.48,63.72,0,normal
2026-09-07T08:01:45Z,106,UNIT-0106,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2259.17,41.08,25.62,35.95,10.2,181,432.07,63.63,0,normal
2026-09-07T08:01:46Z,107,UNIT-0107,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1403.04,47.13,27.87,36.99,9.64,172,288.98,61.77,0,normal
2026-09-07T08:01:47Z,108,UNIT-0108,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1639.67,46.27,26.01,36.46,10.94,135,306.18,63.24,0,normal
2026-09-07T08:01:48Z,109,UNIT-0109,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1812.88,43.19,26.47,36.13,10.05,92,349.45,63.45,0,normal
2026-09-07T08:01:49Z,110,UNIT-0110,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1805.96,39.67,26.51,37.85,10.48,174,382.34,61.23,0,normal
2026-09-07T08:01:50Z,111,UNIT-0111,M,SENSOR_WEAR_DISPLACEMENT,Brake Pad Displacement Sensor,Front Left Brake,1381.02,51.89,27.44,38.4,10.96,213,2370.16,73.38,1,tool_wear_failure
2026-09-07T08:01:51Z,112,UNIT-0112,M,SENSOR_WEAR_DISPLACEMENT,Brake Pad Displacement Sensor,Front Left Brake,1381.07,51.85,27.51,38.43,10.92,213,2370.08,73.32,1,tool_wear_failure
2026-09-07T08:01:52Z,113,UNIT-0113,M,SENSOR_WEAR_DISPLACEMENT,Brake Pad Displacement Sensor,Front Left Brake,1380.97,51.74,27.42,38.51,11.09,213,2370.05,73.28,1,tool_wear_failure
2026-09-07T08:01:53Z,114,UNIT-0114,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1374.11,40.33,27.15,36.58,10.26,158,289.78,61.16,0,normal
2026-09-07T08:01:54Z,115,UNIT-0115,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2320.2,49.7,27.05,37.05,9.75,132,454.24,63.32,0,normal
2026-09-07T08:01:55Z,116,UNIT-0116,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1549.45,40.86,26.69,36.95,10.2,69,299.52,63.77,0,normal
2026-09-07T08:01:56Z,117,UNIT-0117,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1546.41,49.44,24.93,34.27,9.88,184,290.58,60.96,0,normal
2026-09-07T08:01:57Z,118,UNIT-0118,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1830.99,50.23,24.84,34.92,10.16,76,368.46,63.32,0,normal
2026-09-07T08:01:58Z,119,UNIT-0119,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1491.93,37.36,27.26,38.56,10.76,186,305.1,59.63,0,normal
2026-09-07T08:01:59Z,120,UNIT-0120,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2102.33,35.24,24.53,34.35,9.88,58,402.92,62.8,0,normal
2026-09-07T08:02:00Z,121,UNIT-0121,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2106.3,43.88,24.63,34.98,10.86,172,415.2,63.78,0,normal
2026-09-07T08:02:01Z,122,UNIT-0122,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1537.41,46.65,24.28,36.25,10.96,37,307.4,61.82,0,normal
2026-09-07T08:02:02Z,123,UNIT-0123,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1623.84,40.26,24.8,34.71,10.68,108,314.88,61.6,0,normal
2026-09-07T08:02:03Z,124,UNIT-0124,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2259.81,39.44,26.79,36.73,10.2,142,444.07,63.43,0,normal
2026-09-07T08:02:04Z,125,UNIT-0125,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1408.23,40.52,25.8,34.88,10.1,159,283.24,58.96,0,normal
2026-09-07T08:02:05Z,126,UNIT-0126,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1662.68,42.65,26.01,35.53,10.16,118,310.09,60.72,0,normal
2026-09-07T08:02:06Z,127,UNIT-0127,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,1785.29,45.49,27.2,36.79,10.32,102,342.17,61.97,0,normal
2026-09-07T08:02:07Z,128,UNIT-0128,M,SENSOR_TELEMETRY_BUS,Standard Vehicle Telemetry Bus,All Systems Nominal,2259.28,50.43,25.46,36.57,11.0,90,477.24,64.51,0,normal
